"","no","speciesID","species","combination","temp","rep","sampling","cellVolume"
"2117",266,"Guido","duo","DG","inc",2,9,4814718.32014809
"2118",410,"Guido","quattro","ADGT","fluct",2,12,4814718.32014809
"2119",325,"Guido","duo","DG","inc+fluc",1,15,0
"2120",307,"Guido","duo","AG","inc+fluc",1,3,4814718.32014809
"2121",309,"Guido","duo","AG","inc+fluc",3,9,4814718.32014809
"2122",285,"Guido","duo","GR","inc",3,15,0
"2123",387,"Guido","quattro","ADGR","CS",3,9,4814718.32014809
"2124",380,"Guido","quattro","ADGT","CS",2,12,4814718.32014809
"2125",265,"Guido","duo","DG","inc",1,6,9629436.64029617
"2126",249,"Guido","duo","AG","inc",3,1,4126901.41726979
"2127",363,"Guido","quattro","DGRT","CS",3,3,4814718.32014809
"2128",170,"Guido","duo","GT","CS",2,15,77035493.1223694
"2129",170,"Guido","duo","GT","CS",2,3,4814718.32014809
"2130",225,"Guido","duo","GR","fluct",3,15,0
"2131",439,"Guido","quattro","ADGT","inc",1,12,4814718.32014809
"2132",145,"Guido","duo","DG","CS",1,9,14444154.9604443
"2133",327,"Guido","duo","DG","inc+fluc",3,1,2063450.70863489
"2134",105,"Guido","mono","G","inc+fluc",3,12,14444154.9604443
"2135",482,"Guido","MIX","ADGRT","CS",2,15,56744894.4874596
"2136",165,"Guido","duo","GR","CS",3,15,0
"2137",325,"Guido","duo","DG","inc+fluc",1,9,4814718.32014809
"2138",205,"Guido","duo","DG","fluct",1,9,14444154.9604443
"2139",385,"Guido","quattro","ADGR","CS",1,9,4814718.32014809
"2140",187,"Guido","duo","AG","fluct",1,6,4814718.32014809
"2141",187,"Guido","duo","AG","fluct",1,1,2063450.70863489
"2142",309,"Guido","duo","AG","inc+fluc",3,6,9629436.64029617
"2143",421,"Guido","quattro","DGRT","inc",1,9,14444154.9604443
"2144",391,"Guido","quattro","DGRT","fluct",1,12,9629436.64029617
"2145",265,"Guido","duo","DG","inc",1,9,14444154.9604443
"2146",326,"Guido","duo","DG","inc+fluc",2,15,0
"2147",441,"Guido","quattro","ADGT","inc",3,15,11348978.8974919
"2148",494,"Guido","MIX","ADGRT","inc",2,12,4814718.32014809
"2149",345,"Guido","duo","GR","inc+fluc",3,12,0
"2150",266,"Guido","duo","DG","inc",2,1,2063450.70863489
"2151",104,"Guido","mono","G","inc+fluc",2,9,9629436.64029617
"2152",205,"Guido","duo","DG","fluct",1,15,0
"2153",223,"Guido","duo","GR","fluct",1,15,0
"2154",452,"Guido","quattro","DGRT","inc+fluc",2,15,0
"2155",307,"Guido","duo","AG","inc+fluc",1,15,0
"2156",290,"Guido","duo","GT","inc",2,9,33703028.2410366
"2157",291,"Guido","duo","GT","inc",3,3,24073591.6007404
"2158",453,"Guido","quattro","DGRT","inc+fluc",3,15,0
"2159",446,"Guido","quattro","ADGR","inc",2,6,4814718.32014809
"2160",290,"Guido","duo","GT","inc",2,15,22697957.7949838
"2161",434,"Rhizo","quattro","ADRT","inc",2,1,112047586.938191
"2162",296,"Rhizo","duo","RT","inc",2,12,1344571043.25829
"2163",361,"Rhizo","quattro","DGRT","CS",1,6,640271925.36109
"2164",211,"Rhizo","duo","DR","fluct",1,3,680288920.696158
"2165",284,"Rhizo","duo","GR","inc",2,1,48020394.4020818
"2166",81,"Rhizo","mono","R","inc",3,1,384163155.216654
"2167",422,"Rhizo","quattro","DGRT","inc",2,3,1120475869.38191
"2168",20,"Rhizo","mono","R","CS",2,12,1944825973.28431
"2169",153,"Rhizo","duo","DR","CS",3,6,1680713804.07286
"2170",355,"Rhizo","duo","RT","inc+fluc",1,3,1680713804.07286
"2171",464,"Rhizo","quattro","ADRT","inc+fluc",2,1,112047586.938191
"2172",80,"Rhizo","mono","R","inc",2,1,576244732.824981
"2173",224,"Rhizo","duo","GR","fluct",2,1,48020394.4020818
"2174",344,"Rhizo","duo","GR","inc+fluc",2,1,48020394.4020818
"2175",476,"Rhizo","quattro","ADGR","inc+fluc",2,3,336142760.814572
"2176",493,"Rhizo","MIX","ADGRT","inc",1,12,1568666217.13467
"2177",315,"Rhizo","duo","AR","inc+fluc",3,15,1904808977.94924
"2178",403,"Rhizo","quattro","ADRT","fluct",1,1,224095173.876382
"2179",177,"Rhizo","duo","RT","CS",3,3,1344571043.25829
"2180",416,"Rhizo","quattro","ADGR","fluct",2,12,320135962.680545
"2181",356,"Rhizo","duo","RT","inc+fluc",2,6,1120475869.38191
"2182",273,"Rhizo","duo","DR","inc",3,6,880373897.371499
"2183",331,"Rhizo","duo","DR","inc+fluc",1,3,336142760.814572
"2184",284,"Rhizo","duo","GR","inc",2,3,896380695.505526
"2185",387,"Rhizo","quattro","ADGR","CS",3,15,336142760.814572
"2186",20,"Rhizo","mono","R","CS",2,15,784333108.567336
"2187",362,"Rhizo","quattro","DGRT","CS",2,3,448190347.752763
"2188",386,"Rhizo","quattro","ADGR","CS",2,12,1680713804.07286
"2189",333,"Rhizo","duo","DR","inc+fluc",3,6,160067981.340273
"2190",194,"Rhizo","duo","AR","fluct",2,3,784333108.567336
"2191",134,"Rhizo","duo","AR","CS",2,1,48020394.4020818
"2192",176,"Rhizo","duo","RT","CS",2,1,96040788.8041635
"2193",476,"Rhizo","quattro","ADGR","inc+fluc",2,6,440186948.68575
"2194",20,"Rhizo","mono","R","CS",2,1,144061183.206245
"2195",404,"Rhizo","quattro","ADRT","fluct",2,1,112047586.938191
"2196",296,"Rhizo","duo","RT","inc",2,15,1120475869.38191
"2197",458,"Rhizo","quattro","AGRT","inc+fluc",2,6,800339906.701363
"2198",194,"Rhizo","duo","AR","fluct",2,1,48020394.4020818
"2199",111,"Rhizo","mono","R","inc+fluc",3,6,2961257654.79504
"2200",151,"Rhizo","duo","DR","CS",1,3,160067981.340273
"2201",403,"Rhizo","quattro","ADRT","fluct",1,3,336142760.814572
"2202",495,"Rhizo","MIX","ADGRT","inc",3,6,160067981.340273
"2203",501,"Rhizo","MIX","ADGRT","inc+fluc",3,6,400169953.350681
"2204",344,"Rhizo","duo","GR","inc+fluc",2,15,4257808303.65125
"2205",51,"Rhizo","mono","R","fluct",3,3,320135962.680545
"2206",176,"Rhizo","duo","RT","CS",2,6,1600679813.40273
"2207",451,"Rhizo","quattro","DGRT","inc+fluc",1,6,480203944.020818
"2208",465,"Rhizo","quattro","ADRT","inc+fluc",3,3,448190347.752763
"2209",369,"Rhizo","quattro","AGRT","CS",3,1,112047586.938191
"2210",223,"Rhizo","duo","GR","fluct",1,12,1080458874.04684
"2211",445,"Rhizo","quattro","ADGR","inc",1,1,112047586.938191
"2212",153,"Rhizo","duo","DR","CS",3,1,48020394.4020818
"2213",211,"Rhizo","duo","DR","fluct",1,6,1720730799.40793
"2214",405,"Rhizo","quattro","ADRT","fluct",3,1,672285521.629145
"2215",481,"Rhizo","MIX","ADGRT","CS",1,12,1008428282.44372
"2216",416,"Rhizo","quattro","ADGR","fluct",2,9,1320560846.05725
"2217",404,"Rhizo","quattro","ADRT","fluct",2,3,560237934.690954
"2218",194,"Rhizo","duo","AR","fluct",2,9,720305916.031227
"2219",111,"Rhizo","mono","R","inc+fluc",3,9,1920815776.08327
"2220",452,"Rhizo","quattro","DGRT","inc+fluc",2,3,672285521.629145
"2221",50,"Rhizo","mono","R","fluct",2,12,800339906.701363
"2222",224,"Rhizo","duo","GR","fluct",2,9,12165166581.8607
"2223",224,"Rhizo","duo","GR","fluct",2,3,2016856564.88743
"2224",225,"Rhizo","duo","GR","fluct",3,3,896380695.505526
"2225",255,"Rhizo","duo","AR","inc",3,15,784333108.567336
"2226",194,"Rhizo","duo","AR","fluct",2,6,1640696808.73779
"2227",110,"Rhizo","mono","R","inc+fluc",2,1,144061183.206245
"2228",457,"Rhizo","quattro","AGRT","inc+fluc",1,3,224095173.876382
"2229",253,"Rhizo","duo","AR","inc",1,12,2577094499.57839
"2230",175,"Rhizo","duo","RT","CS",1,12,640271925.36109
"2231",415,"Rhizo","quattro","ADGR","fluct",1,1,112047586.938191
"2232",458,"Rhizo","quattro","AGRT","inc+fluc",2,3,336142760.814572
"2233",284,"Rhizo","duo","GR","inc",2,6,1360577841.39232
"2234",111,"Rhizo","mono","R","inc+fluc",3,3,640271925.36109
"2235",19,"Rhizo","mono","R","CS",1,1,96040788.8041635
"2236",500,"Rhizo","MIX","ADGRT","inc+fluc",2,6,480203944.020818
"2237",398,"Rhizo","quattro","AGRT","fluct",2,1,112047586.938191
"2238",458,"Rhizo","quattro","AGRT","inc+fluc",2,1,112047586.938191
"2239",463,"Rhizo","quattro","ADRT","inc+fluc",1,3,224095173.876382
"2240",494,"Rhizo","MIX","ADGRT","inc",2,15,112047586.938191
"2241",79,"Rhizo","mono","R","inc",1,1,384163155.216654
"2242",393,"Rhizo","quattro","DGRT","fluct",3,12,480203944.020818
"2243",399,"Rhizo","quattro","AGRT","fluct",3,1,112047586.938191
"2244",153,"Rhizo","duo","DR","CS",3,15,560237934.690954
"2245",361,"Rhizo","quattro","DGRT","CS",1,1,112047586.938191
"2246",428,"Rhizo","quattro","AGRT","inc",2,6,1200509860.05204
"2247",344,"Rhizo","duo","GR","inc+fluc",2,9,2721155682.78463
"2248",429,"Rhizo","quattro","AGRT","inc",3,6,960407888.041636
"2249",362,"Rhizo","quattro","DGRT","CS",2,1,224095173.876382
"2250",235,"Rhizo","duo","RT","fluct",1,12,440186948.68575
"2251",343,"Rhizo","duo","GR","inc+fluc",1,6,920390892.706567
"2252",20,"Rhizo","mono","R","CS",2,9,2080883757.42354
"2253",176,"Rhizo","duo","RT","CS",2,3,784333108.567336
"2254",368,"Rhizo","quattro","AGRT","CS",2,3,448190347.752763
"2255",427,"Rhizo","quattro","AGRT","inc",1,1,112047586.938191
"2256",151,"Rhizo","duo","DR","CS",1,9,1640696808.73779
"2257",386,"Rhizo","quattro","ADGR","CS",2,1,448190347.752763
"2258",356,"Rhizo","duo","RT","inc+fluc",2,9,1920815776.08327
"2259",284,"Rhizo","duo","GR","inc",2,12,320135962.680545
"2260",223,"Rhizo","duo","GR","fluct",1,3,1680713804.07286
"2261",367,"Rhizo","quattro","AGRT","CS",1,15,560237934.690954
"2262",423,"Rhizo","quattro","DGRT","inc",3,12,320135962.680545
"2263",447,"Rhizo","quattro","ADGR","inc",3,15,112047586.938191
"2264",429,"Rhizo","quattro","AGRT","inc",3,1,112047586.938191
"2265",175,"Rhizo","duo","RT","CS",1,15,672285521.629145
"2266",223,"Rhizo","duo","GR","fluct",1,1,48020394.4020818
"2267",499,"Rhizo","MIX","ADGRT","inc+fluc",1,9,816346704.83539
"2268",373,"Rhizo","quattro","ADRT","CS",1,1,224095173.876382
"2269",435,"Rhizo","quattro","ADRT","inc",3,3,112047586.938191
"2270",421,"Rhizo","quattro","DGRT","inc",1,6,920390892.706567
"2271",393,"Rhizo","quattro","DGRT","fluct",3,1,112047586.938191
"2272",356,"Rhizo","duo","RT","inc+fluc",2,3,784333108.567336
"2273",477,"Rhizo","quattro","ADGR","inc+fluc",3,3,448190347.752763
"2274",153,"Rhizo","duo","DR","CS",3,3,280118967.345477
"2275",362,"Rhizo","quattro","DGRT","CS",2,6,920390892.706567
"2276",416,"Rhizo","quattro","ADGR","fluct",2,1,448190347.752763
"2277",494,"Rhizo","MIX","ADGRT","inc",2,1,112047586.938191
"2278",374,"Rhizo","quattro","ADRT","CS",2,15,1008428282.44372
"2279",483,"Rhizo","MIX","ADGRT","CS",3,6,400169953.350681
"2280",283,"Rhizo","duo","GR","inc",1,3,784333108.567336
"2281",176,"Rhizo","duo","RT","CS",2,9,600254930.026022
"2282",482,"Rhizo","MIX","ADGRT","CS",2,3,224095173.876382
"2283",374,"Rhizo","quattro","ADRT","CS",2,12,896380695.505526
"2284",21,"Rhizo","mono","R","CS",3,15,448190347.752763
"2285",285,"Rhizo","duo","GR","inc",3,3,784333108.567336
"2286",296,"Rhizo","duo","RT","inc",2,6,1720730799.40793
"2287",500,"Rhizo","MIX","ADGRT","inc+fluc",2,3,224095173.876382
"2288",457,"Rhizo","quattro","AGRT","inc+fluc",1,12,1680713804.07286
"2289",297,"Rhizo","duo","RT","inc",3,6,1400594836.72739
"2290",163,"Rhizo","duo","GR","CS",1,1,48020394.4020818
"2291",285,"Rhizo","duo","GR","inc",3,1,48020394.4020818
"2292",501,"Rhizo","MIX","ADGRT","inc+fluc",3,3,112047586.938191
"2293",500,"Rhizo","MIX","ADGRT","inc+fluc",2,15,112047586.938191
"2294",165,"Rhizo","duo","GR","CS",3,1,48020394.4020818
"2295",297,"Rhizo","duo","RT","inc",3,3,1232523456.3201
"2296",446,"Rhizo","quattro","ADGR","inc",2,1,448190347.752763
"2297",487,"Rhizo","MIX","ADGRT","fluct",1,1,112047586.938191
"2298",404,"Rhizo","quattro","ADRT","fluct",2,15,1344571043.25829
"2299",428,"Rhizo","quattro","AGRT","inc",2,1,112047586.938191
"2300",153,"Rhizo","duo","DR","CS",3,9,1200509860.05204
"2301",175,"Rhizo","duo","RT","CS",1,1,144061183.206245
"2302",151,"Rhizo","duo","DR","CS",1,6,1560662818.06766
"2303",212,"Rhizo","duo","DR","fluct",2,15,1632693409.67078
"2304",177,"Rhizo","duo","RT","CS",3,1,48020394.4020818
"2305",391,"Rhizo","quattro","DGRT","fluct",1,1,112047586.938191
"2306",374,"Rhizo","quattro","ADRT","CS",2,3,112047586.938191
"2307",398,"Rhizo","quattro","AGRT","fluct",2,6,1360577841.39232
"2308",392,"Rhizo","quattro","DGRT","fluct",2,1,224095173.876382
"2309",332,"Rhizo","duo","DR","inc+fluc",2,12,1320560846.05725
"2310",164,"Rhizo","duo","GR","CS",2,9,2040866762.08848
"2311",272,"Rhizo","duo","DR","inc",2,3,336142760.814572
"2312",314,"Rhizo","duo","AR","inc+fluc",2,3,784333108.567336
"2313",80,"Rhizo","mono","R","inc",2,15,560237934.690954
"2314",398,"Rhizo","quattro","AGRT","fluct",2,3,1008428282.44372
"2315",457,"Rhizo","quattro","AGRT","inc+fluc",1,1,112047586.938191
"2316",211,"Rhizo","duo","DR","fluct",1,9,1920815776.08327
"2317",459,"Rhizo","quattro","AGRT","inc+fluc",3,3,112047586.938191
"2318",393,"Rhizo","quattro","DGRT","fluct",3,15,1120475869.38191
"2319",296,"Rhizo","duo","RT","inc",2,9,760322911.366295
"2320",51,"Rhizo","mono","R","fluct",3,6,4361852491.52243
"2321",344,"Rhizo","duo","GR","inc+fluc",2,12,680288920.696158
"2322",224,"Rhizo","duo","GR","fluct",2,12,1160492864.71698
"2323",164,"Rhizo","duo","GR","CS",2,3,280118967.345477
"2324",459,"Rhizo","quattro","AGRT","inc+fluc",3,1,112047586.938191
"2325",356,"Rhizo","duo","RT","inc+fluc",2,15,2240951738.76382
"2326",79,"Rhizo","mono","R","inc",1,9,7299099949.11643
"2327",463,"Rhizo","quattro","ADRT","inc+fluc",1,1,224095173.876382
"2328",476,"Rhizo","quattro","ADGR","inc+fluc",2,12,2801189673.45477
"2329",111,"Rhizo","mono","R","inc+fluc",3,15,1344571043.25829
"2330",237,"Rhizo","duo","RT","fluct",3,15,544231136.556927
"2331",332,"Rhizo","duo","DR","inc+fluc",2,3,560237934.690954
"2332",212,"Rhizo","duo","DR","fluct",2,3,120050986.005204
"2333",403,"Rhizo","quattro","ADRT","fluct",1,15,672285521.629145
"2334",344,"Rhizo","duo","GR","inc+fluc",2,6,1040441878.71177
"2335",465,"Rhizo","quattro","ADRT","inc+fluc",3,1,672285521.629145
"2336",476,"Rhizo","quattro","ADGR","inc+fluc",2,9,1080458874.04684
"2337",211,"Rhizo","duo","DR","fluct",1,1,48020394.4020818
"2338",423,"Rhizo","quattro","DGRT","inc",3,15,112047586.938191
"2339",463,"Rhizo","quattro","ADRT","inc+fluc",1,12,784333108.567336
"2340",212,"Rhizo","duo","DR","fluct",2,1,48020394.4020818
"2341",343,"Rhizo","duo","GR","inc+fluc",1,3,448190347.752763
"2342",447,"Rhizo","quattro","ADGR","inc",3,1,336142760.814572
"2343",344,"Rhizo","duo","GR","inc+fluc",2,3,784333108.567336
"2344",133,"Rhizo","duo","AR","CS",1,15,880373897.371499
"2345",428,"Rhizo","quattro","AGRT","inc",2,15,224095173.876382
"2346",475,"Rhizo","quattro","ADGR","inc+fluc",1,3,336142760.814572
"2347",109,"Rhizo","mono","R","inc+fluc",1,1,96040788.8041635
"2348",110,"Rhizo","mono","R","inc+fluc",2,6,2921240659.45997
"2349",111,"Rhizo","mono","R","inc+fluc",3,1,96040788.8041635
"2350",429,"Rhizo","quattro","AGRT","inc",3,15,336142760.814572
"2351",362,"Rhizo","quattro","DGRT","CS",2,9,1240526855.38711
"2352",423,"Rhizo","quattro","DGRT","inc",3,9,800339906.701363
"2353",225,"Rhizo","duo","GR","fluct",3,1,48020394.4020818
"2354",483,"Rhizo","MIX","ADGRT","CS",3,9,520220939.355886
"2355",422,"Rhizo","quattro","DGRT","inc",2,6,1600679813.40273
"2356",434,"Rhizo","quattro","ADRT","inc",2,15,0
"2357",237,"Rhizo","duo","RT","fluct",3,3,896380695.505526
"2358",421,"Rhizo","quattro","DGRT","inc",1,3,224095173.876382
"2359",314,"Rhizo","duo","AR","inc+fluc",2,1,48020394.4020818
"2360",361,"Rhizo","quattro","DGRT","CS",1,3,112047586.938191
"2361",235,"Rhizo","duo","RT","fluct",1,1,144061183.206245
"2362",477,"Rhizo","quattro","ADGR","inc+fluc",3,1,336142760.814572
"2363",477,"Rhizo","quattro","ADGR","inc+fluc",3,15,896380695.505526
"2364",152,"Rhizo","duo","DR","CS",2,15,1120475869.38191
"2365",421,"Rhizo","quattro","DGRT","inc",1,1,112047586.938191
"2366",481,"Rhizo","MIX","ADGRT","CS",1,1,112047586.938191
"2367",423,"Rhizo","quattro","DGRT","inc",3,3,672285521.629145
"2368",368,"Rhizo","quattro","AGRT","CS",2,6,520220939.355886
"2369",422,"Rhizo","quattro","DGRT","inc",2,1,224095173.876382
"2370",272,"Rhizo","duo","DR","inc",2,12,480203944.020818
"2371",499,"Rhizo","MIX","ADGRT","inc+fluc",1,15,0
"2372",423,"Rhizo","quattro","DGRT","inc",3,1,112047586.938191
"2373",50,"Rhizo","mono","R","fluct",2,1,144061183.206245
"2374",428,"Rhizo","quattro","AGRT","inc",2,3,896380695.505526
"2375",134,"Rhizo","duo","AR","CS",2,3,672285521.629145
"2376",163,"Rhizo","duo","GR","CS",1,15,2016856564.88743
"2377",164,"Rhizo","duo","GR","CS",2,15,2465046912.6402
"2378",135,"Rhizo","duo","AR","CS",3,3,560237934.690954
"2379",235,"Rhizo","duo","RT","fluct",1,9,1480628827.39752
"2380",253,"Rhizo","duo","AR","inc",1,1,48020394.4020818
"2381",273,"Rhizo","duo","DR","inc",3,9,1720730799.40793
"2382",213,"Rhizo","duo","DR","fluct",3,1,48020394.4020818
"2383",164,"Rhizo","duo","GR","CS",2,12,200084976.675341
"2384",373,"Rhizo","quattro","ADRT","CS",1,3,336142760.814572
"2385",495,"Rhizo","MIX","ADGRT","inc",3,9,768326310.433308
"2386",434,"Rhizo","quattro","ADRT","inc",2,3,336142760.814572
"2387",165,"Rhizo","duo","GR","CS",3,12,280118967.345477
"2388",283,"Rhizo","duo","GR","inc",1,9,1320560846.05725
"2389",433,"Rhizo","quattro","ADRT","inc",1,1,224095173.876382
"2390",163,"Rhizo","duo","GR","CS",1,9,1320560846.05725
"2391",489,"Rhizo","MIX","ADGRT","fluct",3,1,112047586.938191
"2392",375,"Rhizo","quattro","ADRT","CS",3,3,336142760.814572
"2393",494,"Rhizo","MIX","ADGRT","inc",2,3,224095173.876382
"2394",165,"Rhizo","duo","GR","CS",3,9,2040866762.08848
"2395",493,"Rhizo","MIX","ADGRT","inc",1,1,112047586.938191
"2396",451,"Rhizo","quattro","DGRT","inc+fluc",1,12,1120475869.38191
"2397",435,"Rhizo","quattro","ADRT","inc",3,1,672285521.629145
"2398",151,"Rhizo","duo","DR","CS",1,1,48020394.4020818
"2399",423,"Rhizo","quattro","DGRT","inc",3,6,1200509860.05204
"2400",272,"Rhizo","duo","DR","inc",2,1,48020394.4020818
"2401",165,"Rhizo","duo","GR","CS",3,6,1880798780.7482
"2402",273,"Rhizo","duo","DR","inc",3,1,48020394.4020818
"2403",427,"Rhizo","quattro","AGRT","inc",1,6,840356902.036431
"2404",177,"Rhizo","duo","RT","CS",3,9,960407888.041636
"2405",458,"Rhizo","quattro","AGRT","inc+fluc",2,15,112047586.938191
"2406",495,"Rhizo","MIX","ADGRT","inc",3,1,112047586.938191
"2407",398,"Rhizo","quattro","AGRT","fluct",2,15,784333108.567336
"2408",283,"Rhizo","duo","GR","inc",1,1,48020394.4020818
"2409",459,"Rhizo","quattro","AGRT","inc+fluc",3,15,112047586.938191
"2410",499,"Rhizo","MIX","ADGRT","inc+fluc",1,1,112047586.938191
"2411",397,"Rhizo","quattro","AGRT","fluct",1,12,480203944.020818
"2412",463,"Rhizo","quattro","ADRT","inc+fluc",1,15,112047586.938191
"2413",21,"Rhizo","mono","R","CS",3,12,1080458874.04684
"2414",500,"Rhizo","MIX","ADGRT","inc+fluc",2,1,224095173.876382
"2415",452,"Rhizo","quattro","DGRT","inc+fluc",2,6,640271925.36109
"2416",19,"Rhizo","mono","R","CS",1,9,2240951738.76382
"2417",457,"Rhizo","quattro","AGRT","inc+fluc",1,9,1320560846.05725
"2418",193,"Rhizo","duo","AR","fluct",1,9,1680713804.07286
"2419",453,"Rhizo","quattro","DGRT","inc+fluc",3,6,320135962.680545
"2420",501,"Rhizo","MIX","ADGRT","inc+fluc",3,1,112047586.938191
"2421",458,"Rhizo","quattro","AGRT","inc+fluc",2,9,1120475869.38191
"2422",295,"Rhizo","duo","RT","inc",1,1,144061183.206245
"2423",457,"Rhizo","quattro","AGRT","inc+fluc",1,6,840356902.036431
"2424",20,"Rhizo","mono","R","CS",2,6,3241376622.14052
"2425",451,"Rhizo","quattro","DGRT","inc+fluc",1,1,112047586.938191
"2426",399,"Rhizo","quattro","AGRT","fluct",3,9,1320560846.05725
"2427",193,"Rhizo","duo","AR","fluct",1,6,1280543850.72218
"2428",393,"Rhizo","quattro","DGRT","fluct",3,3,560237934.690954
"2429",452,"Rhizo","quattro","DGRT","inc+fluc",2,1,224095173.876382
"2430",19,"Rhizo","mono","R","CS",1,3,680288920.696158
"2431",212,"Rhizo","duo","DR","fluct",2,12,920390892.706567
"2432",193,"Rhizo","duo","AR","fluct",1,3,896380695.505526
"2433",51,"Rhizo","mono","R","fluct",3,9,2641121692.1145
"2434",463,"Rhizo","quattro","ADRT","inc+fluc",1,6,400169953.350681
"2435",213,"Rhizo","duo","DR","fluct",3,12,920390892.706567
"2436",403,"Rhizo","quattro","ADRT","fluct",1,6,640271925.36109
"2437",224,"Rhizo","duo","GR","fluct",2,15,4217791308.31618
"2438",195,"Rhizo","duo","AR","fluct",3,3,896380695.505526
"2439",501,"Rhizo","MIX","ADGRT","inc+fluc",3,9,864367099.237472
"2440",193,"Rhizo","duo","AR","fluct",1,1,48020394.4020818
"2441",333,"Rhizo","duo","DR","inc+fluc",3,9,2040866762.08848
"2442",21,"Rhizo","mono","R","CS",3,1,96040788.8041635
"2443",416,"Rhizo","quattro","ADGR","fluct",2,15,784333108.567336
"2444",315,"Rhizo","duo","AR","inc+fluc",3,1,48020394.4020818
"2445",405,"Rhizo","quattro","ADRT","fluct",3,6,800339906.701363
"2446",464,"Rhizo","quattro","ADRT","inc+fluc",2,3,560237934.690954
"2447",50,"Rhizo","mono","R","fluct",2,3,520220939.355886
"2448",343,"Rhizo","duo","GR","inc+fluc",1,9,1760747794.743
"2449",223,"Rhizo","duo","GR","fluct",1,9,15206458227.3259
"2450",481,"Rhizo","MIX","ADGRT","CS",1,15,448190347.752763
"2451",213,"Rhizo","duo","DR","fluct",3,6,1560662818.06766
"2452",405,"Rhizo","quattro","ADRT","fluct",3,3,448190347.752763
"2453",356,"Rhizo","duo","RT","inc+fluc",2,12,896380695.505526
"2454",225,"Rhizo","duo","GR","fluct",3,9,12805438507.2218
"2455",51,"Rhizo","mono","R","fluct",3,1,96040788.8041635
