"","no","temp","nut","species","rep","V_ml","magn","plate","Alg","speciesID","GF","counts","sampling","A1","A2","A3","A4","A5","At_mm","Afield","cells_ml"
"3524",489,"fluct","Low","MIX",3,0.5,10,51,"A4","Rhizo",5,15,6,"A","D","G","R","T",78,1,2925
"3525",489,"fluct","Low","MIX",3,0.5,20,51,"A5","ThalaCux",5,27,6,"A","D","G","R","T",78,0.25,21060
"3526",490,"fluct","HI","MIX",1,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R","T",78,0.0625,NA
"3527",490,"fluct","HI","MIX",1,0.5,20,NA,"A2","DityCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3528",490,"fluct","HI","MIX",1,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3529",490,"fluct","HI","MIX",1,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R","T",78,1,NA
"3530",490,"fluct","HI","MIX",1,0.5,20,NA,"A5","ThalaCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3531",491,"fluct","HI","MIX",2,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R","T",78,0.0625,NA
"3532",491,"fluct","HI","MIX",2,0.5,20,NA,"A2","DityCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3533",491,"fluct","HI","MIX",2,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3534",491,"fluct","HI","MIX",2,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R","T",78,1,NA
"3535",491,"fluct","HI","MIX",2,0.5,20,NA,"A5","ThalaCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3536",492,"fluct","HI","MIX",3,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R","T",78,0.0625,NA
"3537",492,"fluct","HI","MIX",3,0.5,20,NA,"A2","DityCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3538",492,"fluct","HI","MIX",3,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3539",492,"fluct","HI","MIX",3,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R","T",78,1,NA
"3540",492,"fluct","HI","MIX",3,0.5,20,NA,"A5","ThalaCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3541",493,"inc","Low","MIX",1,0.5,40,51,"A1","Asterio",5,95,6,"A","D","G","R","T",78,0.0625,296400
"3542",493,"inc","Low","MIX",1,0.5,10,51,"A2","DityCux",5,16,6,"A","D","G","R","T",78,1,3120
"3543",493,"inc","Low","MIX",1,0.5,20,51,"A3","Guido",14,3,6,"A","D","G","R","T",78,0.25,6552
"3544",493,"inc","Low","MIX",1,0.5,10,51,"A4","Rhizo",5,14,6,"A","D","G","R","T",78,1,2730
"3545",493,"inc","Low","MIX",1,0.5,20,51,"A5","ThalaCux",5,13,6,"A","D","G","R","T",78,0.25,10140
"3546",494,"inc","Low","MIX",2,0.5,40,51,"A1","Asterio",5,0,6,"A","D","G","R","T",78,0.0625,0
"3547",494,"inc","Low","MIX",2,0.5,10,51,"A2","DityCux",5,18,6,"A","D","G","R","T",78,1,3510
"3548",494,"inc","Low","MIX",2,0.5,20,51,"A3","Guido",14,3,6,"A","D","G","R","T",78,0.25,6552
"3549",494,"inc","Low","MIX",2,0.5,10,51,"A4","Rhizo",5,7,6,"A","D","G","R","T",78,1,1365
"3550",494,"inc","Low","MIX",2,0.5,20,51,"A5","ThalaCux",14,32,6,"A","D","G","R","T",78,0.25,69888
"3551",495,"inc","Low","MIX",3,0.5,40,51,"A1","Asterio",5,25,6,"A","D","G","R","T",78,0.0625,78000
"3552",495,"inc","Low","MIX",3,0.5,10,51,"A2","DityCux",5,10,6,"A","D","G","R","T",78,1,1950
"3553",495,"inc","Low","MIX",3,0.5,20,51,"A3","Guido",14,1,6,"A","D","G","R","T",78,0.25,2184
"3554",495,"inc","Low","MIX",3,0.5,10,51,"A4","Rhizo",5,4,6,"A","D","G","R","T",78,1,780
"3555",495,"inc","Low","MIX",3,0.5,20,51,"A5","ThalaCux",14,24,6,"A","D","G","R","T",78,0.25,52416
"3556",496,"inc","HI","MIX",1,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R","T",78,0.0625,NA
"3557",496,"inc","HI","MIX",1,0.5,20,NA,"A2","DityCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3558",496,"inc","HI","MIX",1,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3559",496,"inc","HI","MIX",1,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R","T",78,1,NA
"3560",496,"inc","HI","MIX",1,0.5,20,NA,"A5","ThalaCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3561",497,"inc","HI","MIX",2,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R","T",78,0.0625,NA
"3562",497,"inc","HI","MIX",2,0.5,20,NA,"A2","DityCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3563",497,"inc","HI","MIX",2,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3564",497,"inc","HI","MIX",2,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R","T",78,1,NA
"3565",497,"inc","HI","MIX",2,0.5,20,NA,"A5","ThalaCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3566",498,"inc","HI","MIX",3,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R","T",78,0.0625,NA
"3567",498,"inc","HI","MIX",3,0.5,20,NA,"A2","DityCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3568",498,"inc","HI","MIX",3,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3569",498,"inc","HI","MIX",3,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R","T",78,1,NA
"3570",498,"inc","HI","MIX",3,0.5,20,NA,"A5","ThalaCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3571",499,"inc+fluc","Low","MIX",1,0.5,40,51,"A1","Asterio",5,90,6,"A","D","G","R","T",78,0.0625,280800
"3572",499,"inc+fluc","Low","MIX",1,0.5,10,51,"A2","DityCux",5,35,6,"A","D","G","R","T",78,1,6825
"3573",499,"inc+fluc","Low","MIX",1,0.5,20,51,"A3","Guido",14,2,6,"A","D","G","R","T",78,0.25,4368
"3574",499,"inc+fluc","Low","MIX",1,0.5,10,51,"A4","Rhizo",5,11,6,"A","D","G","R","T",78,1,2145
"3575",499,"inc+fluc","Low","MIX",1,0.5,20,51,"A5","ThalaCux",5,17,6,"A","D","G","R","T",78,0.25,13260
"3576",500,"inc+fluc","Low","MIX",2,0.5,40,51,"A1","Asterio",5,95,6,"A","D","G","R","T",78,0.0625,296400
"3577",500,"inc+fluc","Low","MIX",2,0.5,10,51,"A2","DityCux",5,28,6,"A","D","G","R","T",78,1,5460
"3578",500,"inc+fluc","Low","MIX",2,0.5,20,51,"A3","Guido",14,2,6,"A","D","G","R","T",78,0.25,4368
"3579",500,"inc+fluc","Low","MIX",2,0.5,10,51,"A4","Rhizo",5,12,6,"A","D","G","R","T",78,1,2340
"3580",500,"inc+fluc","Low","MIX",2,0.5,20,51,"A5","ThalaCux",5,24,6,"A","D","G","R","T",78,0.25,18720
"3581",501,"inc+fluc","Low","MIX",3,0.5,40,51,"A1","Asterio",5,86,6,"A","D","G","R","T",78,0.0625,268320
"3582",501,"inc+fluc","Low","MIX",3,0.5,10,51,"A2","DityCux",5,36,6,"A","D","G","R","T",78,1,7020
"3583",501,"inc+fluc","Low","MIX",3,0.5,20,51,"A3","Guido",14,3,6,"A","D","G","R","T",78,0.25,6552
"3584",501,"inc+fluc","Low","MIX",3,0.5,10,51,"A4","Rhizo",5,10,6,"A","D","G","R","T",78,1,1950
"3585",501,"inc+fluc","Low","MIX",3,0.5,20,51,"A5","ThalaCux",5,18,6,"A","D","G","R","T",78,0.25,14040
"3586",502,"inc+fluc","HI","MIX",1,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R","T",78,0.0625,NA
"3587",502,"inc+fluc","HI","MIX",1,0.5,20,NA,"A2","DityCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3588",502,"inc+fluc","HI","MIX",1,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3589",502,"inc+fluc","HI","MIX",1,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R","T",78,1,NA
"3590",502,"inc+fluc","HI","MIX",1,0.5,20,NA,"A5","ThalaCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3591",503,"inc+fluc","HI","MIX",2,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R","T",78,0.0625,NA
"3592",503,"inc+fluc","HI","MIX",2,0.5,20,NA,"A2","DityCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3593",503,"inc+fluc","HI","MIX",2,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3594",503,"inc+fluc","HI","MIX",2,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R","T",78,1,NA
"3595",503,"inc+fluc","HI","MIX",2,0.5,20,NA,"A5","ThalaCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3596",504,"inc+fluc","HI","MIX",3,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R","T",78,0.0625,NA
"3597",504,"inc+fluc","HI","MIX",3,0.5,20,NA,"A2","DityCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3598",504,"inc+fluc","HI","MIX",3,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3599",504,"inc+fluc","HI","MIX",3,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R","T",78,1,NA
"3600",504,"inc+fluc","HI","MIX",3,0.5,20,NA,"A5","ThalaCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3601",1,"CS","Low","mono",1,0.5,40,52,"A1","Asterio",5,523,9,"A",NA,NA,NA,NA,78,0.0625,1631760
"3602",2,"CS","Low","mono",2,0.5,40,52,"A1","Asterio",5,438,9,"A",NA,NA,NA,NA,78,0.0625,1366560
"3603",3,"CS","Low","mono",3,0.5,40,52,"A1","Asterio",5,337,9,"A",NA,NA,NA,NA,78,0.0625,1051440
"3604",4,"CS","HI","mono",1,0.5,40,52,"A1","Asterio",5,361,9,"A",NA,NA,NA,NA,78,0.0625,1126320
"3605",5,"CS","HI","mono",2,0.5,40,52,"A1","Asterio",5,356,9,"A",NA,NA,NA,NA,78,0.0625,1110720
"3606",6,"CS","HI","mono",3,0.5,40,52,"A1","Asterio",5,377,9,"A",NA,NA,NA,NA,78,0.0625,1176240
"3607",7,"CS","Low","mono",1,0.5,10,52,"A1","DityCux",5,150,9,"D",NA,NA,NA,NA,78,1,29250
"3608",8,"CS","Low","mono",2,0.5,10,52,"A1","DityCux",5,119,9,"D",NA,NA,NA,NA,78,1,23205
"3609",9,"CS","Low","mono",3,0.5,10,52,"A1","DityCux",5,87,9,"D",NA,NA,NA,NA,78,1,16965
"3610",10,"CS","HI","mono",1,0.5,10,52,"A1","DityCux",5,119,9,"D",NA,NA,NA,NA,78,1,23205
"3611",11,"CS","HI","mono",2,0.5,10,52,"A1","DityCux",5,191,9,"D",NA,NA,NA,NA,78,1,37245
"3612",12,"CS","HI","mono",3,0.5,10,52,"A1","DityCux",5,121,9,"D",NA,NA,NA,NA,78,1,23595
"3613",13,"CS","Low","mono",1,0.5,20,52,"A1","Guido",6,10,9,"G",NA,NA,NA,NA,78,0.25,9360
"3614",14,"CS","Low","mono",2,0.5,20,52,"A1","Guido",6,10,9,"G",NA,NA,NA,NA,78,0.25,9360
"3615",15,"CS","Low","mono",3,0.5,20,52,"A1","Guido",6,5,9,"G",NA,NA,NA,NA,78,0.25,4680
"3616",16,"CS","HI","mono",1,0.5,20,52,"A1","Guido",6,9,9,"G",NA,NA,NA,NA,78,0.25,8424
"3617",17,"CS","HI","mono",2,0.5,20,52,"A1","Guido",6,8,9,"G",NA,NA,NA,NA,78,0.25,7488
"3618",18,"CS","HI","mono",3,0.5,20,52,"A1","Guido",6,10,9,"G",NA,NA,NA,NA,78,0.25,9360
"3619",19,"CS","Low","mono",1,0.5,10,52,"A1","Rhizo",5,56,9,"R",NA,NA,NA,NA,78,1,10920
"3620",20,"CS","Low","mono",2,0.5,10,52,"A1","Rhizo",5,52,9,"R",NA,NA,NA,NA,78,1,10140
"3621",21,"CS","Low","mono",3,0.5,10,52,"A1","Rhizo",5,54,9,"R",NA,NA,NA,NA,78,1,10530
"3622",22,"CS","HI","mono",1,0.5,10,52,"A1","Rhizo",5,45,9,"R",NA,NA,NA,NA,78,1,8775
"3623",23,"CS","HI","mono",2,0.5,10,52,"A1","Rhizo",5,51,9,"R",NA,NA,NA,NA,78,1,9945
"3624",24,"CS","HI","mono",3,0.5,10,52,"A1","Rhizo",5,34,9,"R",NA,NA,NA,NA,78,1,6630
"3625",25,"CS","Low","mono",1,0.5,20,52,"A1","ThalaCux",5,207,9,"T",NA,NA,NA,NA,78,0.25,161460
"3626",26,"CS","Low","mono",2,0.5,20,52,"A1","ThalaCux",5,158,9,"T",NA,NA,NA,NA,78,0.25,123240
"3627",27,"CS","Low","mono",3,0.5,20,52,"A1","ThalaCux",5,153,9,"T",NA,NA,NA,NA,78,0.25,119340
"3628",28,"CS","HI","mono",1,0.5,20,52,"A1","ThalaCux",5,167,9,"T",NA,NA,NA,NA,78,0.25,130260
"3629",29,"CS","HI","mono",2,0.5,20,52,"A1","ThalaCux",5,166,9,"T",NA,NA,NA,NA,78,0.25,129480
"3630",30,"CS","HI","mono",3,0.5,20,52,"A1","ThalaCux",5,255,9,"T",NA,NA,NA,NA,78,0.25,198900
"3631",31,"fluct","Low","mono",1,0.5,40,53,"A1","Asterio",5,541,9,"A",NA,NA,NA,NA,78,0.0625,1687920
"3632",32,"fluct","Low","mono",2,0.5,40,53,"A1","Asterio",5,318,9,"A",NA,NA,NA,NA,78,0.0625,992160
"3633",33,"fluct","Low","mono",3,0.5,40,53,"A1","Asterio",5,332,9,"A",NA,NA,NA,NA,78,0.0625,1035840
"3634",34,"fluct","HI","mono",1,0.5,40,53,"A1","Asterio",5,379,9,"A",NA,NA,NA,NA,78,0.0625,1182480
"3635",35,"fluct","HI","mono",2,0.5,40,53,"A1","Asterio",5,493,9,"A",NA,NA,NA,NA,78,0.0625,1538160
"3636",36,"fluct","HI","mono",3,0.5,40,53,"A1","Asterio",5,389,9,"A",NA,NA,NA,NA,78,0.0625,1213680
"3637",37,"fluct","Low","mono",1,0.5,10,53,"A1","DityCux",5,78,9,"D",NA,NA,NA,NA,78,1,15210
"3638",38,"fluct","Low","mono",2,0.5,10,53,"A1","DityCux",5,79,9,"D",NA,NA,NA,NA,78,1,15405
"3639",39,"fluct","Low","mono",3,0.5,10,53,"A1","DityCux",5,70,9,"D",NA,NA,NA,NA,78,1,13650
"3640",40,"fluct","HI","mono",1,0.5,10,53,"A1","DityCux",5,67,9,"D",NA,NA,NA,NA,78,1,13065
"3641",41,"fluct","HI","mono",2,0.5,10,53,"A1","DityCux",5,98,9,"D",NA,NA,NA,NA,78,1,19110
"3642",42,"fluct","HI","mono",3,0.5,10,53,"A1","DityCux",5,75,9,"D",NA,NA,NA,NA,78,1,14625
"3643",43,"fluct","Low","mono",1,0.5,20,53,"A1","Guido",14,8,9,"G",NA,NA,NA,NA,78,0.25,17472
"3644",44,"fluct","Low","mono",2,0.5,20,53,"A1","Guido",14,2,9,"G",NA,NA,NA,NA,78,0.25,4368
"3645",45,"fluct","Low","mono",3,0.5,20,53,"A1","Guido",14,8,9,"G",NA,NA,NA,NA,78,0.25,17472
"3646",46,"fluct","HI","mono",1,0.5,20,53,"A1","Guido",14,1,9,"G",NA,NA,NA,NA,78,0.25,2184
"3647",47,"fluct","HI","mono",2,0.5,20,53,"A1","Guido",14,6,9,"G",NA,NA,NA,NA,78,0.25,13104
"3648",48,"fluct","HI","mono",3,0.5,20,53,"A1","Guido",14,5,9,"G",NA,NA,NA,NA,78,0.25,10920
"3649",49,"fluct","Low","mono",1,0.5,10,53,"A1","Rhizo",5,77,9,"R",NA,NA,NA,NA,78,1,15015
"3650",50,"fluct","Low","mono",2,0.5,10,53,"A1","Rhizo",5,100,9,"R",NA,NA,NA,NA,78,1,19500
"3651",51,"fluct","Low","mono",3,0.5,10,53,"A1","Rhizo",5,66,9,"R",NA,NA,NA,NA,78,1,12870
"3652",52,"fluct","HI","mono",1,0.5,10,53,"A1","Rhizo",5,107,9,"R",NA,NA,NA,NA,78,1,20865
"3653",53,"fluct","HI","mono",2,0.5,10,53,"A1","Rhizo",5,79,9,"R",NA,NA,NA,NA,78,1,15405
"3654",54,"fluct","HI","mono",3,0.5,10,53,"A1","Rhizo",5,64,9,"R",NA,NA,NA,NA,78,1,12480
"3655",55,"fluct","Low","mono",1,0.5,20,53,"A1","ThalaCux",5,193,9,"T",NA,NA,NA,NA,78,0.25,150540
"3656",56,"fluct","Low","mono",2,0.5,20,53,"A1","ThalaCux",5,185,9,"T",NA,NA,NA,NA,78,0.25,144300
"3657",57,"fluct","Low","mono",3,0.5,20,53,"A1","ThalaCux",5,143,9,"T",NA,NA,NA,NA,78,0.25,111540
"3658",58,"fluct","HI","mono",1,0.5,20,53,"A1","ThalaCux",5,235,9,"T",NA,NA,NA,NA,78,0.25,183300
"3659",59,"fluct","HI","mono",2,0.5,20,53,"A1","ThalaCux",5,250,9,"T",NA,NA,NA,NA,78,0.25,195000
"3660",60,"fluct","HI","mono",3,0.5,20,53,"A1","ThalaCux",5,210,9,"T",NA,NA,NA,NA,78,0.25,163800
"3661",61,"inc","Low","mono",1,0.5,40,54,"A1","Asterio",5,470,9,"A",NA,NA,NA,NA,78,0.0625,1466400
"3662",62,"inc","Low","mono",2,0.5,40,54,"A1","Asterio",5,496,9,"A",NA,NA,NA,NA,78,0.0625,1547520
"3663",63,"inc","Low","mono",3,0.5,40,54,"A1","Asterio",5,344,9,"A",NA,NA,NA,NA,78,0.0625,1073280
"3664",64,"inc","HI","mono",1,0.5,40,54,"A1","Asterio",5,545,9,"A",NA,NA,NA,NA,78,0.0625,1700400
"3665",65,"inc","HI","mono",2,0.5,40,54,"A1","Asterio",5,543,9,"A",NA,NA,NA,NA,78,0.0625,1694160
"3666",66,"inc","HI","mono",3,0.5,40,54,"A1","Asterio",5,574,9,"A",NA,NA,NA,NA,78,0.0625,1790880
"3667",67,"inc","Low","mono",1,0.5,10,54,"A1","DityCux",5,486,9,"D",NA,NA,NA,NA,78,1,94770
"3668",68,"inc","Low","mono",2,0.5,20,54,"A1","DityCux",5,197,9,"D",NA,NA,NA,NA,78,0.25,153660
"3669",69,"inc","Low","mono",3,0.5,20,54,"A1","DityCux",5,146,9,"D",NA,NA,NA,NA,78,0.25,113880
"3670",70,"inc","HI","mono",1,0.5,20,54,"A1","DityCux",5,275,9,"D",NA,NA,NA,NA,78,0.25,214500
"3671",71,"inc","HI","mono",2,0.5,20,54,"A1","DityCux",5,201,9,"D",NA,NA,NA,NA,78,0.25,156780
"3672",72,"inc","HI","mono",3,0.5,20,54,"A1","DityCux",5,176,9,"D",NA,NA,NA,NA,78,0.25,137280
"3673",73,"inc","Low","mono",1,0.5,20,54,"A1","Guido",6,3,9,"G",NA,NA,NA,NA,78,0.25,2808
"3674",74,"inc","Low","mono",2,0.5,20,54,"A1","Guido",6,6,9,"G",NA,NA,NA,NA,78,0.25,5616
"3675",75,"inc","Low","mono",3,0.5,20,54,"A1","Guido",6,2,9,"G",NA,NA,NA,NA,78,0.25,1872
"3676",76,"inc","HI","mono",1,0.5,20,54,"A1","Guido",6,1,9,"G",NA,NA,NA,NA,78,0.25,936
"3677",77,"inc","HI","mono",2,0.5,20,54,"A1","Guido",6,1,9,"G",NA,NA,NA,NA,78,0.25,936
"3678",78,"inc","HI","mono",3,0.5,20,54,"A1","Guido",6,2,9,"G",NA,NA,NA,NA,78,0.25,1872
"3679",79,"inc","Low","mono",1,0.5,20,54,"A1","Rhizo",6,38,9,"R",NA,NA,NA,NA,78,0.25,35568
"3680",80,"inc","Low","mono",2,0.5,20,54,"A1","Rhizo",6,23,9,"R",NA,NA,NA,NA,78,0.25,21528
"3681",81,"inc","Low","mono",3,0.5,20,54,"A1","Rhizo",6,28,9,"R",NA,NA,NA,NA,78,0.25,26208
"3682",82,"inc","HI","mono",1,0.5,20,54,"A1","Rhizo",6,33,9,"R",NA,NA,NA,NA,78,0.25,30888
"3683",83,"inc","HI","mono",2,0.5,20,54,"A1","Rhizo",6,39,9,"R",NA,NA,NA,NA,78,0.25,36504
"3684",84,"inc","HI","mono",3,0.5,20,54,"A1","Rhizo",6,51,9,"R",NA,NA,NA,NA,78,0.25,47736
"3685",85,"inc","Low","mono",1,0.5,20,54,"A1","ThalaCux",5,118,9,"T",NA,NA,NA,NA,78,0.25,92040
"3686",86,"inc","Low","mono",2,0.5,20,54,"A1","ThalaCux",5,108,9,"T",NA,NA,NA,NA,78,0.25,84240
"3687",87,"inc","Low","mono",3,0.5,20,54,"A1","ThalaCux",5,144,9,"T",NA,NA,NA,NA,78,0.25,112320
"3688",88,"inc","HI","mono",1,0.5,20,54,"A1","ThalaCux",5,202,9,"T",NA,NA,NA,NA,78,0.25,157560
"3689",89,"inc","HI","mono",2,0.5,20,54,"A1","ThalaCux",5,198,9,"T",NA,NA,NA,NA,78,0.25,154440
"3690",90,"inc","HI","mono",3,0.5,20,54,"A1","ThalaCux",5,144,9,"T",NA,NA,NA,NA,78,0.25,112320
"3691",91,"inc+fluc","Low","mono",1,0.5,40,55,"A1","Asterio",5,404,9,"A",NA,NA,NA,NA,78,0.0625,1260480
"3692",92,"inc+fluc","Low","mono",2,0.5,40,55,"A1","Asterio",5,374,9,"A",NA,NA,NA,NA,78,0.0625,1166880
"3693",93,"inc+fluc","Low","mono",3,0.5,40,55,"A1","Asterio",5,285,9,"A",NA,NA,NA,NA,78,0.0625,889200
"3694",94,"inc+fluc","HI","mono",1,0.5,40,55,"A1","Asterio",5,422,9,"A",NA,NA,NA,NA,78,0.0625,1316640
"3695",95,"inc+fluc","HI","mono",2,0.5,40,55,"A1","Asterio",5,403,9,"A",NA,NA,NA,NA,78,0.0625,1257360
"3696",96,"inc+fluc","HI","mono",3,0.5,40,55,"A1","Asterio",5,325,9,"A",NA,NA,NA,NA,78,0.0625,1014000
"3697",97,"inc+fluc","Low","mono",1,0.5,20,55,"A1","DityCux",5,75,9,"D",NA,NA,NA,NA,78,0.25,58500
"3698",98,"inc+fluc","Low","mono",2,0.5,20,55,"A1","DityCux",5,148,9,"D",NA,NA,NA,NA,78,0.25,115440
"3699",99,"inc+fluc","Low","mono",3,0.5,20,55,"A1","DityCux",5,147,9,"D",NA,NA,NA,NA,78,0.25,114660
"3700",100,"inc+fluc","HI","mono",1,0.5,20,55,"A1","DityCux",5,157,9,"D",NA,NA,NA,NA,78,0.25,122460
"3701",101,"inc+fluc","HI","mono",2,0.5,20,55,"A1","DityCux",5,122,9,"D",NA,NA,NA,NA,78,0.25,95160
"3702",102,"inc+fluc","HI","mono",3,0.5,20,55,"A1","DityCux",5,154,9,"D",NA,NA,NA,NA,78,0.25,120120
"3703",103,"inc+fluc","Low","mono",1,0.5,20,55,"A1","Guido",6,3,9,"G",NA,NA,NA,NA,78,0.25,2808
"3704",104,"inc+fluc","Low","mono",2,0.5,20,55,"A1","Guido",14,2,9,"G",NA,NA,NA,NA,78,0.25,4368
"3705",105,"inc+fluc","Low","mono",3,0.5,20,55,"A1","Guido",14,3,9,"G",NA,NA,NA,NA,78,0.25,6552
"3706",106,"inc+fluc","HI","mono",1,0.5,20,55,"A1","Guido",14,2,9,"G",NA,NA,NA,NA,78,0.25,4368
"3707",107,"inc+fluc","HI","mono",2,0.5,20,55,"A1","Guido",14,1,9,"G",NA,NA,NA,NA,78,0.25,2184
"3708",108,"inc+fluc","HI","mono",3,0.5,20,55,"A1","Guido",14,1,9,"G",NA,NA,NA,NA,78,0.25,2184
"3709",109,"inc+fluc","Low","mono",1,0.5,10,55,"A1","Rhizo",5,43,9,"R",NA,NA,NA,NA,78,1,8385
"3710",110,"inc+fluc","Low","mono",2,0.5,10,55,"A1","Rhizo",5,73,9,"R",NA,NA,NA,NA,78,1,14235
"3711",111,"inc+fluc","Low","mono",3,0.5,10,55,"A1","Rhizo",5,48,9,"R",NA,NA,NA,NA,78,1,9360
"3712",112,"inc+fluc","HI","mono",1,0.5,10,55,"A1","Rhizo",5,133,9,"R",NA,NA,NA,NA,78,1,25935
"3713",113,"inc+fluc","HI","mono",2,0.5,10,55,"A1","Rhizo",5,87,9,"R",NA,NA,NA,NA,78,1,16965
"3714",114,"inc+fluc","HI","mono",3,0.5,10,55,"A1","Rhizo",5,117,9,"R",NA,NA,NA,NA,78,1,22815
"3715",115,"inc+fluc","Low","mono",1,0.5,20,55,"A1","ThalaCux",5,276,9,"T",NA,NA,NA,NA,78,0.25,215280
"3716",116,"inc+fluc","Low","mono",2,0.5,20,55,"A1","ThalaCux",5,222,9,"T",NA,NA,NA,NA,78,0.25,173160
"3717",117,"inc+fluc","Low","mono",3,0.5,20,55,"A1","ThalaCux",5,198,9,"T",NA,NA,NA,NA,78,0.25,154440
"3718",118,"inc+fluc","HI","mono",1,0.5,20,55,"A1","ThalaCux",5,279,9,"T",NA,NA,NA,NA,78,0.25,217620
"3719",119,"inc+fluc","HI","mono",2,0.5,20,55,"A1","ThalaCux",5,296,9,"T",NA,NA,NA,NA,78,0.25,230880
"3720",120,"inc+fluc","HI","mono",3,0.5,20,55,"A1","ThalaCux",5,270,9,"T",NA,NA,NA,NA,78,0.25,210600
"3721",121,"CS","Low","duo",1,0.5,40,56,"A1","Asterio",5,270,9,"A","D",NA,NA,NA,78,0.0625,842400
"3722",121,"CS","Low","duo",1,0.5,10,56,"A2","DityCux",6,13,9,"A","D",NA,NA,NA,78,1,3042
"3723",122,"CS","Low","duo",2,0.5,40,56,"A1","Asterio",5,278,9,"A","D",NA,NA,NA,78,0.0625,867360
"3724",122,"CS","Low","duo",2,0.5,10,56,"A2","DityCux",6,10,9,"A","D",NA,NA,NA,78,1,2340
"3725",123,"CS","Low","duo",3,0.5,40,56,"A1","Asterio",5,218,9,"A","D",NA,NA,NA,78,0.0625,680160
"3726",123,"CS","Low","duo",3,0.5,10,56,"A2","DityCux",6,10,9,"A","D",NA,NA,NA,78,1,2340
"3727",124,"CS","HI","duo",1,0.5,40,56,"A1","Asterio",5,178,9,"A","D",NA,NA,NA,78,0.0625,555360
"3728",124,"CS","HI","duo",1,0.5,10,56,"A2","DityCux",6,8,9,"A","D",NA,NA,NA,78,1,1872
"3729",125,"CS","HI","duo",2,0.5,40,56,"A1","Asterio",5,205,9,"A","D",NA,NA,NA,78,0.0625,639600
"3730",125,"CS","HI","duo",2,0.5,10,56,"A2","DityCux",6,6,9,"A","D",NA,NA,NA,78,1,1404
"3731",126,"CS","HI","duo",3,0.5,40,56,"A1","Asterio",5,279,9,"A","D",NA,NA,NA,78,0.0625,870480
"3732",126,"CS","HI","duo",3,0.5,10,56,"A2","DityCux",6,15,9,"A","D",NA,NA,NA,78,1,3510
"3733",127,"CS","Low","duo",1,0.5,40,56,"A1","Asterio",5,389,9,"A","G",NA,NA,NA,78,0.0625,1213680
"3734",127,"CS","Low","duo",1,0.5,20,56,"A2","Guido",14,3,9,"A","G",NA,NA,NA,78,0.25,6552
